Prompt
"Nitrogen level is 90, Phosphorus level is 42, Potassium level is 43, Temperature is 20.87974371°C, Humidity is 82.00274423%, pH value is 6.502985292, and Rainfall is 202.9355362 mm. The crop is Rice."
"Nitrogen level is 93, Phosphorus level is 56, Potassium level is 36, Temperature is 24.01497622°C, Humidity is 82.05687182%, pH value is 6.98435366, and Rainfall is 185.2773389 mm. The crop is Rice."
"Nitrogen level is 94, Phosphorus level is 50, Potassium level is 37, Temperature is 25.66585205°C, Humidity is 80.66385045%, pH value is 6.94801983, and Rainfall is 209.5869708 mm. The crop is Rice."
"Nitrogen level is 60, Phosphorus level is 48, Potassium level is 39, Temperature is 24.28209415°C, Humidity is 80.30025587%, pH value is 7.042299069, and Rainfall is 231.0863347 mm. The crop is Rice."
"Nitrogen level is 85, Phosphorus level is 38, Potassium level is 41, Temperature is 21.58711777°C, Humidity is 82.7883708%, pH value is 6.249050656, and Rainfall is 276.6552459 mm. The crop is Rice."
"Nitrogen level is 91, Phosphorus level is 35, Potassium level is 39, Temperature is 23.79391957°C, Humidity is 80.41817957%, pH value is 6.970859754, and Rainfall is 206.2611855 mm. The crop is Rice."
"Nitrogen level is 77, Phosphorus level is 38, Potassium level is 36, Temperature is 21.8652524°C, Humidity is 80.1923008%, pH value is 5.953933276, and Rainfall is 224.5550169 mm. The crop is Rice."
"Nitrogen level is 88, Phosphorus level is 35, Potassium level is 40, Temperature is 23.57943626°C, Humidity is 83.58760316%, pH value is 5.85393208, and Rainfall is 291.2986618 mm. The crop is Rice."
"Nitrogen level is 89, Phosphorus level is 45, Potassium level is 36, Temperature is 21.32504158°C, Humidity is 80.47476396%, pH value is 6.442475375, and Rainfall is 185.4974732 mm. The crop is Rice."
"Nitrogen level is 76, Phosphorus level is 40, Potassium level is 43, Temperature is 25.15745531°C, Humidity is 83.11713476%, pH value is 5.070175667, and Rainfall is 231.3843163 mm. The crop is Rice."
"Nitrogen level is 67, Phosphorus level is 59, Potassium level is 41, Temperature is 21.94766735°C, Humidity is 80.97384195%, pH value is 6.012632591, and Rainfall is 213.3560921 mm. The crop is Rice."
"Nitrogen level is 83, Phosphorus level is 41, Potassium level is 43, Temperature is 21.0525355°C, Humidity is 82.67839517%, pH value is 6.254028451, and Rainfall is 233.1075816 mm. The crop is Rice."
"Nitrogen level is 98, Phosphorus level is 47, Potassium level is 37, Temperature is 23.48381344°C, Humidity is 81.33265073%, pH value is 7.375482851, and Rainfall is 224.0581164 mm. The crop is Rice."
"Nitrogen level is 66, Phosphorus level is 53, Potassium level is 41, Temperature is 25.0756354°C, Humidity is 80.52389148%, pH value is 7.778915154, and Rainfall is 257.0038865 mm. The crop is Rice."
"Nitrogen level is 97, Phosphorus level is 59, Potassium level is 43, Temperature is 26.35927159°C, Humidity is 84.04403589%, pH value is 6.286500176, and Rainfall is 271.3586137 mm. The crop is Rice."
"Nitrogen level is 97, Phosphorus level is 50, Potassium level is 41, Temperature is 24.52922681°C, Humidity is 80.54498576%, pH value is 7.070959995, and Rainfall is 260.2634026 mm. The crop is Rice."
"Nitrogen level is 60, Phosphorus level is 49, Potassium level is 44, Temperature is 20.77576147°C, Humidity is 84.49774397%, pH value is 6.244841491, and Rainfall is 240.0810647 mm. The crop is Rice."
"Nitrogen level is 84, Phosphorus level is 51, Potassium level is 35, Temperature is 22.30157427°C, Humidity is 80.64416466%, pH value is 6.043304899, and Rainfall is 197.9791215 mm. The crop is Rice."
"Nitrogen level is 73, Phosphorus level is 57, Potassium level is 41, Temperature is 21.44653958°C, Humidity is 84.94375962%, pH value is 5.824709117, and Rainfall is 272.2017204 mm. The crop is Rice."
"Nitrogen level is 92, Phosphorus level is 35, Potassium level is 40, Temperature is 22.17931888°C, Humidity is 80.33127223%, pH value is 6.357389366, and Rainfall is 200.0882787 mm. The crop is Rice."
"Nitrogen level is 85, Phosphorus level is 37, Potassium level is 39, Temperature is 24.52783742°C, Humidity is 82.73685569%, pH value is 6.364134968, and Rainfall is 224.6757231 mm. The crop is Rice."
"Nitrogen level is 98, Phosphorus level is 53, Potassium level is 38, Temperature is 20.26707606°C, Humidity is 81.63895217%, pH value is 5.01450727, and Rainfall is 270.4417274 mm. The crop is Rice."
"Nitrogen level is 88, Phosphorus level is 54, Potassium level is 44, Temperature is 25.7354293°C, Humidity is 83.88266234%, pH value is 6.149410611, and Rainfall is 233.1321372 mm. The crop is Rice."
"Nitrogen level is 95, Phosphorus level is 55, Potassium level is 42, Temperature is 26.79533926°C, Humidity is 82.1480873%, pH value is 5.950660556, and Rainfall is 193.3473987 mm. The crop is Rice."
"Nitrogen level is 99, Phosphorus level is 57, Potassium level is 35, Temperature is 26.75754171°C, Humidity is 81.17734011%, pH value is 5.960370061, and Rainfall is 272.2999056 mm. The crop is Rice."
"Nitrogen level is 95, Phosphorus level is 39, Potassium level is 36, Temperature is 23.86330467°C, Humidity is 83.15250801%, pH value is 5.561398642, and Rainfall is 285.2493645 mm. The crop is Rice."
"Nitrogen level is 60, Phosphorus level is 43, Potassium level is 44, Temperature is 21.01944696°C, Humidity is 82.95221726%, pH value is 7.416245107, and Rainfall is 298.4018471 mm. The crop is Rice."
"Nitrogen level is 63, Phosphorus level is 44, Potassium level is 41, Temperature is 24.17298839°C, Humidity is 83.7287574%, pH value is 5.583370042, and Rainfall is 257.0343554 mm. The crop is Rice."
"Nitrogen level is 62, Phosphorus level is 42, Potassium level is 36, Temperature is 22.78133816°C, Humidity is 82.06719137%, pH value is 6.430010215, and Rainfall is 248.7183228 mm. The crop is Rice."
"Nitrogen level is 64, Phosphorus level is 45, Potassium level is 43, Temperature is 25.62980105°C, Humidity is 83.52842314%, pH value is 5.534878156, and Rainfall is 209.9001977 mm. The crop is Rice."
"Nitrogen level is 83, Phosphorus level is 60, Potassium level is 36, Temperature is 25.59704938°C, Humidity is 80.14509262%, pH value is 6.903985986, and Rainfall is 200.834898 mm. The crop is Rice."
"Nitrogen level is 82, Phosphorus level is 40, Potassium level is 40, Temperature is 23.83067496°C, Humidity is 84.81360127%, pH value is 6.271478838, and Rainfall is 298.5601175 mm. The crop is Rice."
"Nitrogen level is 85, Phosphorus level is 52, Potassium level is 45, Temperature is 26.31355498°C, Humidity is 82.36698992%, pH value is 7.224285503, and Rainfall is 265.5355937 mm. The crop is Rice."
"Nitrogen level is 91, Phosphorus level is 35, Potassium level is 38, Temperature is 24.8972823°C, Humidity is 80.52586088%, pH value is 6.13428721, and Rainfall is 183.6793207 mm. The crop is Rice."
"Nitrogen level is 76, Phosphorus level is 49, Potassium level is 42, Temperature is 24.958779°C, Humidity is 84.47963372%, pH value is 5.206373153, and Rainfall is 196.9560008 mm. The crop is Rice."
"Nitrogen level is 74, Phosphorus level is 39, Potassium level is 38, Temperature is 23.24113501°C, Humidity is 84.59201843%, pH value is 7.782051313, and Rainfall is 233.0453455 mm. The crop is Rice."
"Nitrogen level is 79, Phosphorus level is 43, Potassium level is 39, Temperature is 21.66628296°C, Humidity is 80.70960551%, pH value is 7.062779015, and Rainfall is 210.8142087 mm. The crop is Rice."
"Nitrogen level is 88, Phosphorus level is 55, Potassium level is 45, Temperature is 24.63544858°C, Humidity is 80.41363018%, pH value is 7.730367824, and Rainfall is 253.7202781 mm. The crop is Rice."
"Nitrogen level is 60, Phosphorus level is 36, Potassium level is 43, Temperature is 23.43121862°C, Humidity is 83.06310136%, pH value is 5.286203711, and Rainfall is 219.9048349 mm. The crop is Rice."
"Nitrogen level is 76, Phosphorus level is 60, Potassium level is 39, Temperature is 20.0454142°C, Humidity is 80.3477562%, pH value is 6.766240045, and Rainfall is 208.5810155 mm. The crop is Rice."
"Nitrogen level is 93, Phosphorus level is 56, Potassium level is 42, Temperature is 23.85724032°C, Humidity is 82.22572988%, pH value is 7.382762603, and Rainfall is 195.0948311 mm. The crop is Rice."
"Nitrogen level is 65, Phosphorus level is 60, Potassium level is 43, Temperature is 21.97199397°C, Humidity is 81.89918197%, pH value is 5.658169482, and Rainfall is 227.3637009 mm. The crop is Rice."
"Nitrogen level is 95, Phosphorus level is 52, Potassium level is 36, Temperature is 26.22916897°C, Humidity is 83.83625819%, pH value is 5.543360238, and Rainfall is 286.5083725 mm. The crop is Rice."
"Nitrogen level is 75, Phosphorus level is 38, Potassium level is 39, Temperature is 23.44676801°C, Humidity is 84.79352417%, pH value is 6.215109715, and Rainfall is 283.9338466 mm. The crop is Rice."
"Nitrogen level is 74, Phosphorus level is 54, Potassium level is 38, Temperature is 25.65553461°C, Humidity is 83.47021081%, pH value is 7.120272972, and Rainfall is 217.3788583 mm. The crop is Rice."
"Nitrogen level is 91, Phosphorus level is 36, Potassium level is 45, Temperature is 24.44345477°C, Humidity is 82.45432595%, pH value is 5.950647577, and Rainfall is 267.9761948 mm. The crop is Rice."
"Nitrogen level is 71, Phosphorus level is 46, Potassium level is 40, Temperature is 20.2801937°C, Humidity is 82.1235421%, pH value is 7.236705436, and Rainfall is 191.9535738 mm. The crop is Rice."
"Nitrogen level is 99, Phosphorus level is 55, Potassium level is 35, Temperature is 21.7238313°C, Humidity is 80.2389895%, pH value is 6.501697816, and Rainfall is 277.9626192 mm. The crop is Rice."
"Nitrogen level is 72, Phosphorus level is 40, Potassium level is 38, Temperature is 20.41447029°C, Humidity is 82.20802629%, pH value is 7.592490617, and Rainfall is 245.1511304 mm. The crop is Rice."
"Nitrogen level is 83, Phosphorus level is 58, Potassium level is 45, Temperature is 25.75528612°C, Humidity is 83.51827127%, pH value is 5.875345751, and Rainfall is 245.6626799 mm. The crop is Rice."
"Nitrogen level is 93, Phosphorus level is 58, Potassium level is 38, Temperature is 20.61521424°C, Humidity is 83.77345559%, pH value is 6.932400225, and Rainfall is 279.5451717 mm. The crop is Rice."
"Nitrogen level is 70, Phosphorus level is 36, Potassium level is 42, Temperature is 21.84106875°C, Humidity is 80.72886384%, pH value is 6.946209881, and Rainfall is 202.3838319 mm. The crop is Rice."
"Nitrogen level is 76, Phosphorus level is 47, Potassium level is 42, Temperature is 20.08369642°C, Humidity is 83.29114712%, pH value is 5.739175027, and Rainfall is 263.6372176 mm. The crop is Rice."
"Nitrogen level is 99, Phosphorus level is 41, Potassium level is 36, Temperature is 24.45802087°C, Humidity is 82.74835604%, pH value is 6.738652179, and Rainfall is 182.5616319 mm. The crop is Rice."
"Nitrogen level is 99, Phosphorus level is 54, Potassium level is 37, Temperature is 21.14347496°C, Humidity is 80.33502926%, pH value is 5.594819626, and Rainfall is 198.6730942 mm. The crop is Rice."
"Nitrogen level is 86, Phosphorus level is 59, Potassium level is 35, Temperature is 25.78720567°C, Humidity is 82.11124033%, pH value is 6.946636369, and Rainfall is 243.5120414 mm. The crop is Rice."
"Nitrogen level is 69, Phosphorus level is 46, Potassium level is 41, Temperature is 23.64124821°C, Humidity is 80.28597873%, pH value is 5.012139669, and Rainfall is 263.1103304 mm. The crop is Rice."
"Nitrogen level is 91, Phosphorus level is 56, Potassium level is 37, Temperature is 23.43191632°C, Humidity is 80.56887849%, pH value is 6.363472208, and Rainfall is 269.5039162 mm. The crop is Rice."
"Nitrogen level is 61, Phosphorus level is 52, Potassium level is 41, Temperature is 24.97669518°C, Humidity is 83.891805%, pH value is 6.880431223, and Rainfall is 204.8001847 mm. The crop is Rice."
"Nitrogen level is 67, Phosphorus level is 45, Potassium level is 38, Temperature is 22.72791041°C, Humidity is 82.1706881%, pH value is 7.300410836, and Rainfall is 260.8875056 mm. The crop is Rice."
"Nitrogen level is 79, Phosphorus level is 42, Potassium level is 37, Temperature is 24.87300744°C, Humidity is 82.84022551%, pH value is 6.587918708, and Rainfall is 295.6094492 mm. The crop is Rice."
"Nitrogen level is 78, Phosphorus level is 43, Potassium level is 42, Temperature is 21.32376327°C, Humidity is 83.00320459%, pH value is 7.283736617, and Rainfall is 192.3197536 mm. The crop is Rice."
"Nitrogen level is 75, Phosphorus level is 54, Potassium level is 36, Temperature is 26.29465461°C, Humidity is 84.56919326%, pH value is 7.023936392, and Rainfall is 257.4914906 mm. The crop is Rice."
"Nitrogen level is 97, Phosphorus level is 36, Potassium level is 45, Temperature is 22.2286982°C, Humidity is 81.85872947%, pH value is 6.939083505, and Rainfall is 278.0791793 mm. The crop is Rice."
"Nitrogen level is 67, Phosphorus level is 47, Potassium level is 44, Temperature is 26.73072391°C, Humidity is 81.78596776%, pH value is 7.868474653, and Rainfall is 280.4044392 mm. The crop is Rice."
"Nitrogen level is 73, Phosphorus level is 35, Potassium level is 38, Temperature is 24.88921174°C, Humidity is 81.97927117%, pH value is 5.005306977, and Rainfall is 185.9461429 mm. The crop is Rice."
"Nitrogen level is 77, Phosphorus level is 36, Potassium level is 37, Temperature is 26.88444878°C, Humidity is 81.46033732%, pH value is 6.136131869, and Rainfall is 194.5766559 mm. The crop is Rice."
"Nitrogen level is 81, Phosphorus level is 41, Potassium level is 38, Temperature is 22.67846116°C, Humidity is 83.72874389%, pH value is 7.524080076, and Rainfall is 200.9133156 mm. The crop is Rice."
"Nitrogen level is 68, Phosphorus level is 57, Potassium level is 43, Temperature is 26.08867875°C, Humidity is 80.37979919%, pH value is 5.706943251, and Rainfall is 182.9043504 mm. The crop is Rice."
"Nitrogen level is 72, Phosphorus level is 45, Potassium level is 35, Temperature is 25.42977518°C, Humidity is 82.94682591%, pH value is 5.758506323, and Rainfall is 195.3574542 mm. The crop is Rice."
"Nitrogen level is 61, Phosphorus level is 53, Potassium level is 43, Temperature is 26.40323239°C, Humidity is 81.05635517%, pH value is 6.349606327, and Rainfall is 223.3671883 mm. The crop is Rice."
"Nitrogen level is 67, Phosphorus level is 43, Potassium level is 39, Temperature is 26.04371967°C, Humidity is 84.96907151%, pH value is 5.999969026, and Rainfall is 186.7536773 mm. The crop is Rice."
"Nitrogen level is 67, Phosphorus level is 58, Potassium level is 39, Temperature is 25.2827223°C, Humidity is 80.54372813%, pH value is 5.453592032, and Rainfall is 220.1156708 mm. The crop is Rice."
"Nitrogen level is 66, Phosphorus level is 60, Potassium level is 38, Temperature is 22.08576562°C, Humidity is 83.47038318%, pH value is 6.372576327, and Rainfall is 231.7364957 mm. The crop is Rice."
"Nitrogen level is 82, Phosphorus level is 43, Potassium level is 38, Temperature is 23.28617173°C, Humidity is 81.43321641%, pH value is 5.105588355, and Rainfall is 242.3170629 mm. The crop is Rice."
"Nitrogen level is 84, Phosphorus level is 50, Potassium level is 44, Temperature is 25.48591986°C, Humidity is 81.40633547%, pH value is 5.935344406, and Rainfall is 182.6549356 mm. The crop is Rice."
"Nitrogen level is 81, Phosphorus level is 53, Potassium level is 42, Temperature is 23.67575393°C, Humidity is 81.03569343%, pH value is 5.17782304, and Rainfall is 233.7034975 mm. The crop is Rice."
"Nitrogen level is 91, Phosphorus level is 50, Potassium level is 40, Temperature is 20.82477109°C, Humidity is 84.1341879%, pH value is 6.462391607, and Rainfall is 230.2242223 mm. The crop is Rice."
"Nitrogen level is 93, Phosphorus level is 53, Potassium level is 38, Temperature is 26.92995077°C, Humidity is 81.91411159%, pH value is 7.069172227, and Rainfall is 290.6793783 mm. The crop is Rice."
"Nitrogen level is 90, Phosphorus level is 44, Potassium level is 38, Temperature is 23.83509503°C, Humidity is 83.88387074%, pH value is 7.473134377, and Rainfall is 241.2013513 mm. The crop is Rice."
"Nitrogen level is 81, Phosphorus level is 45, Potassium level is 35, Temperature is 26.52872817°C, Humidity is 80.12267476%, pH value is 6.158376967, and Rainfall is 218.9163567 mm. The crop is Rice."
"Nitrogen level is 78, Phosphorus level is 40, Potassium level is 38, Temperature is 26.46428311°C, Humidity is 83.85642678%, pH value is 7.549873681, and Rainfall is 248.2256491 mm. The crop is Rice."
"Nitrogen level is 60, Phosphorus level is 51, Potassium level is 36, Temperature is 22.69657794°C, Humidity is 82.81088865%, pH value is 6.028321558, and Rainfall is 256.9964761 mm. The crop is Rice."
"Nitrogen level is 88, Phosphorus level is 46, Potassium level is 42, Temperature is 22.68319059°C, Humidity is 83.46358271%, pH value is 6.604993475, and Rainfall is 194.2651719 mm. The crop is Rice."
"Nitrogen level is 93, Phosphorus level is 47, Potassium level is 37, Temperature is 21.53346343°C, Humidity is 82.14004101%, pH value is 6.500343222, and Rainfall is 295.9248796 mm. The crop is Rice."
"Nitrogen level is 60, Phosphorus level is 55, Potassium level is 45, Temperature is 21.40865769°C, Humidity is 83.3293191%, pH value is 5.935745417, and Rainfall is 287.5766935 mm. The crop is Rice."
"Nitrogen level is 78, Phosphorus level is 35, Potassium level is 44, Temperature is 26.54348085°C, Humidity is 84.67353597%, pH value is 7.072655622, and Rainfall is 183.6222657 mm. The crop is Rice."
"Nitrogen level is 65, Phosphorus level is 37, Potassium level is 40, Temperature is 23.35905428°C, Humidity is 83.59512273%, pH value is 5.333322606, and Rainfall is 188.413665 mm. The crop is Rice."
"Nitrogen level is 71, Phosphorus level is 54, Potassium level is 16, Temperature is 22.61359953°C, Humidity is 63.69070564%, pH value is 5.749914421, and Rainfall is 87.75953857 mm. The crop is Maize."
"Nitrogen level is 61, Phosphorus level is 44, Potassium level is 17, Temperature is 26.10018422°C, Humidity is 71.57476937%, pH value is 6.931756558, and Rainfall is 102.2662445 mm. The crop is Maize."
"Nitrogen level is 80, Phosphorus level is 43, Potassium level is 16, Temperature is 23.55882094°C, Humidity is 71.59351368%, pH value is 6.657964753, and Rainfall is 66.71995467 mm. The crop is Maize."
"Nitrogen level is 73, Phosphorus level is 58, Potassium level is 21, Temperature is 19.97215954°C, Humidity is 57.68272924%, pH value is 6.596060648, and Rainfall is 60.65171481 mm. The crop is Maize."
"Nitrogen level is 61, Phosphorus level is 38, Potassium level is 20, Temperature is 18.47891261°C, Humidity is 62.69503871%, pH value is 5.970458434, and Rainfall is 65.43835393 mm. The crop is Maize."
"Nitrogen level is 68, Phosphorus level is 41, Potassium level is 16, Temperature is 21.77689322°C, Humidity is 57.80840636%, pH value is 6.158830619, and Rainfall is 102.0861694 mm. The crop is Maize."
"Nitrogen level is 93, Phosphorus level is 41, Potassium level is 17, Temperature is 25.6217169°C, Humidity is 66.50415474%, pH value is 6.047906679, and Rainfall is 105.4654703 mm. The crop is Maize."
"Nitrogen level is 89, Phosphorus level is 60, Potassium level is 19, Temperature is 25.19192419°C, Humidity is 66.6902901%, pH value is 5.913664501, and Rainfall is 78.06639649 mm. The crop is Maize."
"Nitrogen level is 76, Phosphorus level is 44, Potassium level is 17, Temperature is 20.41683147°C, Humidity is 62.5542482%, pH value is 5.855442401, and Rainfall is 65.27798457 mm. The crop is Maize."
"Nitrogen level is 67, Phosphorus level is 60, Potassium level is 25, Temperature is 24.92162194°C, Humidity is 66.78627406%, pH value is 5.750254943, and Rainfall is 109.2162279 mm. The crop is Maize."
"Nitrogen level is 70, Phosphorus level is 44, Potassium level is 19, Temperature is 23.31689124°C, Humidity is 73.4541537%, pH value is 5.852607099, and Rainfall is 94.29712821 mm. The crop is Maize."
"Nitrogen level is 90, Phosphorus level is 49, Potassium level is 21, Temperature is 24.84016732°C, Humidity is 68.3584573%, pH value is 6.472523287, and Rainfall is 74.05474936 mm. The crop is Maize."
"Nitrogen level is 62, Phosphorus level is 52, Potassium level is 16, Temperature is 22.27526694°C, Humidity is 58.84015925%, pH value is 6.967057762, and Rainfall is 63.87020584 mm. The crop is Maize."
"Nitrogen level is 92, Phosphorus level is 44, Potassium level is 16, Temperature is 18.87751445°C, Humidity is 65.76816093%, pH value is 6.082973754, and Rainfall is 94.76189431 mm. The crop is Maize."
"Nitrogen level is 66, Phosphorus level is 54, Potassium level is 21, Temperature is 25.19008683°C, Humidity is 60.2001687%, pH value is 5.919045532, and Rainfall is 72.12375573 mm. The crop is Maize."
"Nitrogen level is 63, Phosphorus level is 58, Potassium level is 22, Temperature is 18.25405352°C, Humidity is 55.28220433%, pH value is 6.204747653, and Rainfall is 63.72358154 mm. The crop is Maize."
"Nitrogen level is 70, Phosphorus level is 47, Potassium level is 17, Temperature is 24.6129118°C, Humidity is 70.4162444%, pH value is 6.600827017, and Rainfall is 104.1626147 mm. The crop is Maize."
"Nitrogen level is 61, Phosphorus level is 41, Potassium level is 17, Temperature is 25.1420613°C, Humidity is 65.26185135%, pH value is 6.021902237, and Rainfall is 76.68456006 mm. The crop is Maize."
"Nitrogen level is 66, Phosphorus level is 53, Potassium level is 19, Temperature is 23.09348056°C, Humidity is 60.1159381%, pH value is 6.033550195, and Rainfall is 65.49730729 mm. The crop is Maize."
"Nitrogen level is 74, Phosphorus level is 55, Potassium level is 19, Temperature is 18.05033737°C, Humidity is 62.89366992%, pH value is 6.28886807, and Rainfall is 84.23613484 mm. The crop is Maize."
"Nitrogen level is 77, Phosphorus level is 57, Potassium level is 21, Temperature is 24.9321581°C, Humidity is 73.80435276%, pH value is 6.550563823, and Rainfall is 79.74078719 mm. The crop is Maize."
"Nitrogen level is 99, Phosphorus level is 50, Potassium level is 15, Temperature is 18.14710054°C, Humidity is 71.09445342%, pH value is 5.573286437, and Rainfall is 88.07753741 mm. The crop is Maize."
"Nitrogen level is 74, Phosphorus level is 56, Potassium level is 22, Temperature is 18.28362235°C, Humidity is 66.65952796%, pH value is 6.829199275, and Rainfall is 80.97573281 mm. The crop is Maize."
"Nitrogen level is 83, Phosphorus level is 45, Potassium level is 21, Temperature is 18.83344471°C, Humidity is 58.75082029%, pH value is 5.716222912, and Rainfall is 79.7532896 mm. The crop is Maize."
"Nitrogen level is 100, Phosphorus level is 48, Potassium level is 16, Temperature is 25.71895816°C, Humidity is 67.22190688%, pH value is 5.54990242, and Rainfall is 74.51490791 mm. The crop is Maize."
"Nitrogen level is 79, Phosphorus level is 51, Potassium level is 16, Temperature is 25.33797709°C, Humidity is 68.49835977%, pH value is 6.586244581, and Rainfall is 96.46380213 mm. The crop is Maize."
"Nitrogen level is 94, Phosphorus level is 39, Potassium level is 18, Temperature is 23.89114571°C, Humidity is 57.48775781%, pH value is 5.893093135, and Rainfall is 102.8301942 mm. The crop is Maize."
"Nitrogen level is 75, Phosphorus level is 49, Potassium level is 15, Temperature is 21.53574127°C, Humidity is 71.50905983%, pH value is 5.918263801, and Rainfall is 102.4852929 mm. The crop is Maize."
"Nitrogen level is 78, Phosphorus level is 48, Potassium level is 22, Temperature is 23.08974909°C, Humidity is 63.10459626%, pH value is 5.588650585, and Rainfall is 70.43473609 mm. The crop is Maize."
"Nitrogen level is 87, Phosphorus level is 54, Potassium level is 20, Temperature is 25.61707368°C, Humidity is 63.4711755%, pH value is 6.576418207, and Rainfall is 108.8303762 mm. The crop is Maize."
"Nitrogen level is 87, Phosphorus level is 35, Potassium level is 25, Temperature is 21.44526922°C, Humidity is 63.1621551%, pH value is 6.178056304, and Rainfall is 65.88951188 mm. The crop is Maize."
"Nitrogen level is 63, Phosphorus level is 43, Potassium level is 19, Temperature is 18.51816776°C, Humidity is 55.53128131%, pH value is 6.641906353, and Rainfall is 90.988051 mm. The crop is Maize."
"Nitrogen level is 84, Phosphorus level is 57, Potassium level is 25, Temperature is 22.53510514°C, Humidity is 67.99257471%, pH value is 6.489040367, and Rainfall is 64.40866039 mm. The crop is Maize."
"Nitrogen level is 64, Phosphorus level is 35, Potassium level is 23, Temperature is 23.02038334°C, Humidity is 61.89472002%, pH value is 5.680361038, and Rainfall is 63.03843397 mm. The crop is Maize."
"Nitrogen level is 60, Phosphorus level is 46, Potassium level is 22, Temperature is 24.89364635°C, Humidity is 65.61418761%, pH value is 6.625404348, and Rainfall is 87.9298085 mm. The crop is Maize."
"Nitrogen level is 98, Phosphorus level is 44, Potassium level is 21, Temperature is 25.77175115°C, Humidity is 74.089114%, pH value is 6.524478032, and Rainfall is 107.4931917 mm. The crop is Maize."
"Nitrogen level is 75, Phosphorus level is 56, Potassium level is 18, Temperature is 19.39851734°C, Humidity is 62.35750641%, pH value is 5.696205468, and Rainfall is 60.95197486 mm. The crop is Maize."
"Nitrogen level is 86, Phosphorus level is 55, Potassium level is 21, Temperature is 21.54156232°C, Humidity is 59.64024162%, pH value is 6.803931519, and Rainfall is 109.7515385 mm. The crop is Maize."
"Nitrogen level is 98, Phosphorus level is 35, Potassium level is 18, Temperature is 23.79746068°C, Humidity is 74.82913698%, pH value is 6.252797548, and Rainfall is 91.76337172 mm. The crop is Maize."
"Nitrogen level is 76, Phosphorus level is 57, Potassium level is 18, Temperature is 18.9802729°C, Humidity is 74.52600826%, pH value is 6.092725883, and Rainfall is 94.26249353 mm. The crop is Maize."
"Nitrogen level is 99, Phosphorus level is 56, Potassium level is 17, Temperature is 24.10859207°C, Humidity is 73.13112261%, pH value is 6.234330356, and Rainfall is 71.07562236 mm. The crop is Maize."
"Nitrogen level is 60, Phosphorus level is 44, Potassium level is 23, Temperature is 24.7947077°C, Humidity is 70.04556743%, pH value is 5.722579819, and Rainfall is 76.72860067 mm. The crop is Maize."
"Nitrogen level is 74, Phosphorus level is 48, Potassium level is 17, Temperature is 21.63162756°C, Humidity is 60.27766379%, pH value is 6.430616465, and Rainfall is 69.21803098 mm. The crop is Maize."
"Nitrogen level is 89, Phosphorus level is 60, Potassium level is 17, Temperature is 25.37548751°C, Humidity is 57.21025565%, pH value is 5.983952675, and Rainfall is 101.7004306 mm. The crop is Maize."
